question_type,multiple_choice_answer,answers,image_id,answer_type
are the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20068,yes/no
how many trees are,4,"[{'answer': '4', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 10}]",20118,number
why is the,to catch mouse,"[{'answer': 'mouse', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'to land', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'catch mouse', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'mice', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'to catch mouse', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'catch mouse', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'get mouse', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'to catch mouse', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'to catch mouse', 'answer_confidence': 'yes', 'answer_id': 10}]",20118,other
is the girl,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20118,yes/no
what,baseball,"[{'answer': 'running', 'answer_confidence': 'no', 'answer_id': 1}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'catch', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'dance', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 10}]",20105,other
is the,dog,"[{'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'cat', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'dog', 'answer_confidence': 'maybe', 'answer_id': 10}]",20105,other
what is the,log,"[{'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 10}]",20105,other
what is the little,dog,"[{'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'dog', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'puppy', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 10}]",20117,other
what is,wood,"[{'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'logs', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'woods', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 10}]",20117,other
how many,7,"[{'answer': '7', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': '7', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '5', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': '7', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '7', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '7', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '7', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '7', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '7', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '7', 'answer_confidence': 'yes', 'answer_id': 10}]",20117,number
how many,2,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",20021,number
are the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20021,yes/no
what is,cat,"[{'answer': 'cat', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'cat', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'cat', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'cat', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'cat', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'cat', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'cat', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 10}]",20021,other
what is the boy,slide,"[{'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'slide', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 10}]",20094,other
what is the,bucket,"[{'answer': 'bucket', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'bucket', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'pail', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'pail', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'pail', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'pail', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'bucket', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'bucket', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'bucket', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'pail', 'answer_confidence': 'yes', 'answer_id': 10}]",20094,other
which,boy,"[{'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'young boy', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 10}]",20094,other
what is the,living room,"[{'answer': 'living room', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'girl', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'living room', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'living room', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'living room', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'living room', 'answer_confidence': 'maybe', 'answer_id': 10}]",20006,other
how many pillows,2,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",20006,number
are the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20006,yes/no
is anyone,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20135,yes/no
is there a,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20135,yes/no
are,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20135,yes/no
what is on the,food,"[{'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'food', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 10}]",20144,other
is there a,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20144,yes/no
is the,yes,"[{'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20144,yes/no
is the dog,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20058,yes/no
what kind of,fish and duck,"[{'answer': 'fish and duck', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'duck and fish', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'duck and fish', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'fish and duck', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'fish and duck', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'koi and mallard', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'fish and duck', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'fish and duck', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'fish and duck', 'answer_confidence': 'yes', 'answer_id': 10}]",20058,other
where is the,in tree,"[{'answer': 'tree', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'in tree', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'in tree', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'in tree', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'tree', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'in tree', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'in tree', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'tree', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'tree', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'tree', 'answer_confidence': 'yes', 'answer_id': 10}]",20058,other
what color is the,yellow,"[{'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 10}]",20141,other
what is the baby,slide,"[{'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 10}]",20141,other
